Column1;userName;content;score;reviewCreatedVersion
1969;A Google user;The display of this app is so good and understandable. It has many products, to be more various. It has financial news, to be more informative. It has ability to track financial record, to be more transparent and professional. It has simulation, to be more practical and instructive. I give 4 star because this app is great but still has many issues to handle. Like its error, its reports processing's time, its registration, its transfer confirmation, etc.;4;1.0.14
1971;A Google user;nice apps, untuk yg blm tau upload foto gunakan google photos ya agar masuk datanya. kalau pakai album tdk bisa masuk. mungkin untuk developer juga bisa perbaiki bug ini;4;1.0.14
1982;A Google user;Secara keseluruhan dan fungsi sudah baik. Namun ada 1 kekurangan yaitu pada bagian otentikasi login sidik jari, aplikasi masih membaca sidik jari yang menyentuh bagian sensor (hal ini ditunjukan adanya getar pada device, yang menandakan otentikasi sidik jari tersebut masih bekerja) juga pada saat aplikasi di minimize, device terkadang masih bergetar menandakan bahwa sensor sidik jari masih bekerja. Padahal otentikasi sidik jari hanya dilakukan pada saat login pertama. Please, fix this.;4;1.0.14
1985;A Google user;pin token penjualan sering bermasalah mohon diperbaiki;4;1.0.14
1986;A Google user;Good job. Saran aja, mungkin kedepannya bisa ditambahkan keterangan tanggal pada setiap naik turunnya grafik.;4;1.0.1
2006;A Google user;Terbantu App ini, tapi sayang dari portofolio kalo d klik nama reksadana tidak langsung masuk ke produk, jadi susah untuk kontrol chart pergerakan harga, saran untuk upgrade.;4;1.0.13
2026;A Google user;Tidak bisa login. Setiap login pasti keluar tulisan koneksi terputus padahal internet jalan terus dan sebelum login aplikasi lancar-lancar aja. Tanya ke cs tidak ada solusi untuk apps dan beralasan kalau appsnya masih dalam pengembangan;4;1.0.12
2027;A Google user;Want to give it 3.5 actually. The amount of mutual funds available is the most among the same fintech but I think the UI/UX is the worst. Better to improve the UI/UX.;4;1.0.13
2035;A Google user;How to change the fingerprints authentication system?;4;1.0.12
2041;A Google user;so far so good. buat kemudahan top-up dong, dg kerjasama macam linkaja, ovo, dll kayak apps invest sebelah.;4;1.0.12
2043;A Google user;i can't see my portfolio of SBN purchase in this app.. please add the SBN portfolio here so I can easy to check it. Please also do some improvement for that. It will really help. thank you;4;1.0.12
2085;A Google user;aplikasi yang bagus untuk investor pemula & orang yang ingin belajar memahami tentang investasi, saran saya di buat kolom komentar di dalam aplikasi untuk masing masing saham atau manager investasi agar para investor dapat memberikan komen komen di sana;4;1.0.11
2087;A Google user;so far bagus aplikasinya..hanya saja cuma ada 1 bank saja untuk tujuan transfer...kalau bisa tolong di perbyk donk .. jgn BCA saja...thanks;4;1.0.11
2091;A Google user;Produk saham perlu ditambahkan lagi dan untuk pembayaran mohon agar ditambahkan bank lain seperti BNI, Mandiri atau CIMB Niaga.;4;1.0.11
2101;A Google user;beberapa kali percobaan registrasi akhirnya bisa;4;1.0.11
2118;A Google user;Pembayaran BCA nya jangan via transfer antar rekening ribet. Tambahan transfer via virtual account itu mudah dan verifikasi instant.;4;
2125;A Google user;tolong tamabahkan fitur saldo seperti ovo supaya saat top up tidak kena administrasi bank selain BCA;4;1.0.11
2129;A Google user;Saya sudah hampir seminggu belum juga diverifikasi akunnya, padahal mau beli SBR dan Reksadana. Saya ke Mitra Distribusi sebelah 2 hari udah bisa pegang SBR. Yuk Bareksa ditingkatkan lagi pelayanannya, saya masih berharap mau coba Reksadana di Bareksa lho. edit: akhirnya sudah diverifikasi setelag follow up ke instagram 2x dan mengirimkan email 2x. mungkin masih bisa ditingkatkan ya Bareksa pelayanannya, terima kasih.;4;1.0.11
2150;A Google user;Kok susah banget loginnya setelah beli;4;1.0.11
2157;A Google user;secara app lumayan bagus. tp dari segi pembayaran, hanya tersedia 1 transfer bank BCA saja. mohon untuk di tambahkan beberapa bank lagi ya. contoh : BNI/ Mandiri. thanks.;4;1.0.11
2161;A Google user;Harap diberikan fitur tambahan untuk membatalkan pembelian, karena tidak ada opsi tersebut maka pembeluan menumpuk di halaman transaksi saya. Selain itu aplikasi ini sudah cukup baik, namun masih minim fitur seperti yang disebutkan.;4;1.0.11
2163;A Google user;Sewaktu membuat akun baru, saya tidak dapat mengunggah foto KTP. Mohon bantuannya. Sudah saya ulang berkali-kali bahkan menggunakan media yang berbeda, tapi hasil tetap nihil.;4;1.0.11
2168;A Google user;Tidak bisa buka portofolio.. Di web bisa...;4;1.0.10
2186;A Google user;Setelah update terbaru ini, app nya tidak crash lagi.. Thanks👌;4;1.0.9
2192;A Google user;Bagus, gampang, sederhana.;4;1.0.6
2194;A Google user;Min, apa gunanya dikasih fingerauth kalo dibawahnya ada pilihan 'lewati' terus bisa langsung terlewati gitu aja? 😂;4;1.0.8
2200;A Google user;Fungsi finger print bisa dilewati, tidak ad pengaturan untuk enable kembali fungsi finger print, apakah memang Rate update harga sifatnya H+1 tidak on date?;4;1.0.8
2203;A Google user;Update malah tidak bisa login, email tidak tersaftar 😣;4;1.0.7
2206;A Google user;Tolong integrasiin dg data yg dari bukalapak & Tokopedia dong;4;1.0.6
2216;A Google user;Cukup bagus. Cuma mohon perbaiki & banyakin fitur tampilan grafik profile tiap produk, khususnya chart spy bs lihat harga NAB per hari. pencariannya jg hrs dipermudah;4;1.0.6
2217;A Google user;There is no menu for SUN ritel online.;4;1.0.6
2227;A Google user;Tambah bank untuk top up bank bri;4;1.0.6
2234;A Google user;belum ada fitur pengalihan rD;4;1.0.6
2296;A Google user;sudah bagus, tapi lebih bagus lagi kalo pake hijab;4;
2299;A Google user;Overall sudah bagus, namun informasi pengguna masih bug walau sudah diupdate informasinya. Sistem pembayaran juga belum bisa fleksibel (versi web bisa pilih transfer atau pembayaran lain). Meski menawarkan pembayaran via ecash, namun tidak bisa dipakai di versi mobilenya. Data produk juga tidak selengkap versi webnya. Mohon segera diupgrade agar lbih enak dalam pemakaiannya.;4;1.0.5
2303;A Google user;saran, perlu ditambah metode pembayarannya dan perubahan nab/unit harian yang detail, jadi tau naik/turun seperti di website. detail portofolio tiap reksa dana juga kurang lengkap, tidak bisa diklik seperti di websitenya.;4;1.0.5
2305;A Google user;bareksa dengan jumlah user yg banyak, saya rasa sudah ketinggalan jaman klo sistem pembayaran dan verifikasi masih manual.;4;1.0.5
2307;A Google user;Tolong agar pada saat upload KTP, foto dapat diambil dari galery handphone;4;1.0.2
2309;A Google user;Sudah bagus. Tapi setelah update jadi force close terus;4;1.0.5
2311;A Google user;"Kok fitur ""TUKAR"" di porto folio ilang ya???";4;
2312;A Google user;Lebih bagus lagi jika di portofolio reksadananya ditambah indikator naik turunnya NAB;4;1.0.5
2314;A Google user;Aplikasinya bagus, namun kurang fitur seperti di webnya seperti liat YTD. Tolong tambahkan untuk update kedepannya;4;1.0.4
2320;A Google user;Bagus. Tetapi penggantian profile sangat sulit dan kadang tidak direspon.;4;1.0.5
2325;A Google user;bareksa, tambahin fitur wallet dong, biar kita ga kena biaya transfer, itu berat.;4;1.0.4
2327;A Google user;hampir sempurna sih. tolong dong adain fitur buat KLIK halaman RD yg sudah kita beli, melalui halaman portofolio, jadi bisa analisa grafik RD yg dimiliki dengan sekali KLIK di portofolio. di web kan bisa, tapi di apps ini bagian Portofolionya bnr2 gak bisa buat apa2 selain Jual dan Topup. kita kan pengen menganalisa dulu grafiknya sblm memutuskan jual atau topup, eh ini malah gak bisa langsung klik dari portofolionya. smoga diupdate;4;1.0.4
2337;A Google user;baguss, simpel;4;1.0.3
2343;A Google user;Aplikasi sudah bagus, feedback : agar ada improvement di : 1. Grafik informasi history harga unit pada portfolio 2. Informasi harga unit pada history transaksi;4;1.0.3
2347;A Google user;Lebih suka tampilan list Reksadana di website. Ada list return produk 1 hari, 1 minggu, 1 bulan dst;4;
2348;A Google user;Konfirmasi pembayarannya diupdate dong supaya bisa milih dari galery;4;1.0.3
2351;A Google user;Mohon untuk konfirmasi pembayaran ditambahkan juga untuk mengambil gambar dari gallery bukan foto kamera. Saya transaksi dari m-banking jadi buktinya berupa screenshot bukan foto.  Satu lagi sebaiknya saat membuka aplikasi selalu dalam keadaan log out. Tambahkan juga fitur log in dengan fingerprint;4;1.0.2
2361;A Google user;aplikasi yg bagus, saran buat admin agar segera memperbaiki celah keamanan aplikasi ini yaitu apabila kita keluar aplikasi tanpa logout aplikasi ini tetap terbuka, tidak otomatis logout. alangkah baiknya kalo aplikasi ini bs logout otomatis bila dalam jangka wktu trtntu tdk dibuka, shg tdk dpt dibuka oleh org yg bukan pemilik akun. trimakasih.;4;1.0.0
2367;A Google user;Interface bagus, mudah sekali menggunakan. Satu kekurangan, kalau upload bukti pembayaran transaksi jangan cuma aplikasi Camera saja, tapi Gallery juga karena bisa kalau transaksi lewat M-Banking ga ada receipt (jadi ga bisa foto apa²) tapi kita pke screen capture. Jadi, mendingan upload picture juga bisa instead of cuma harus foto pakai aplikasi Camera;4;1.0.2
2377;A Google user;Masih baru rilis, jd masih banyak hal yg harus ditingkatkan. Tp secara umum udah bagus sih. Ttp butuh banyak peningkatan deh untuk bintang 5. Hehe...;4;1.0.0
1;ZARU RISA;Good interface;5;
4;Affief Taqy;Nice applucation and a lot of option in investment.;5;2.3.0
5;delta charlie;Applikasinya bagus, hanya yg bikin kesel tuh kl mau cairin reksadana lama banget, jd males invest;5;2.5.0
8;rahmat endarto;Good investment application;5;2.4.0
10;Galih P;Aplikasi mudah digunakan bagi pemula, tampilannya menarik;5;2.3.0
15;Fredi Lim;National investment.;5;
17;Hanifah Khairunnisa;aplikasi investasi yang highly recommended🤍 layanan terhadap customer sangat baik.. saya sebagai investor merasa aman dan nyaman dengan kualitas pelayanan investasi yang ditawarkan oleh bareksa. terima kasih;5;
18;Raditya Paramandaru;Friendly interface and have a bunch of reksadana options.;5;2.1.0
24;Irvan Saputra;Good app for invest;5;2.2.0
31;Jihanhanns;Udah bagus;5;2.0.0
32;Yuda Y;tambahin theme dark mode jadi keren;5;2.2.0
33;Reza Aprillian;Ease to use and user friendly;5;2.2.0
35;Rio Rossi;Mudah digunakan dan banyak produk investasi yang sesuai dengan kebutuhan calon investor.;5;2.2.0
38;Bagas Purwa Sentika;I demand DARK MODE ! The app is great :);5;2.2.0
41;Arsya Shafira Firstri;Mudaah utk pemula;5;
42;zheita zhe;Good apps;5;2.2.0
43;Dio Prasasti;Bareksa tolong tambah fitur atau layanan yang memudahkan pelaporan spt dong, baik via email atau aplikasi. Tks;5;2.2.0
46;Dohan 's;Yes In consept;5;2.2.0
50;JP Geming;Boleh dong ditambahin data laporan untuk membantu pelaporan SPT.;5;2.1.0
53;Hafidhu Nalendra;Perfect marketplace;5;2.1.0
54;Tony lowen;Its a fantastic app;5;2.1.0
56;Widagdo Purbowaskito;Baraka mantap;5;2.1.0
58;Yosua Alam;Proses transaksinya mudah dan cepat;5;2.1.0
59;Indra Bayu;Please make nightmode/darkmode;5;2.1.0
60;I Kadek Bagus Erlangga Putra 19101083;Great app, invest with easy method✌;5;2.1.0
62;Budi Purnomo;Simpel, lengkap, responsif;5;2.1.0
63;Noir;Tolong ditambah jual beli aset crypto dong...;5;2.1.0
64;Iwan A.W;Super Investing Aps, I Love it;5;2.1.0
67;Siti thembem95;Good apps . Easy to understand . Right choice fir beginer investor;5;2.1.0
70;Vivi Ayu Lestari;Good lah;5;2.0.0
71;Rendy;Good;5;2.1.0
73;Mar Leni;Mantaps..;5;2.0.0
78;Aprima;Admin cs so fast and competent. Nanyain soal masalah cut off time pembelian di jelasin dengan sangat detail. Sekarang gw bisa jelasin ke temen2 jadi lebih baik. Keep the good work guys;5;2.0.0
79;Frans Indrata;Mudah digunakan, lumayan lengkap, proses selalu konsisten dan tepat waktu;5;
80;Moessa Masyhudi;Suka banget sama bareksa ... Mudah digunakan dan dipahami oleh orang baru seperti saya... Oh iya ... Saya mau nanya ke bareksa... Kenapa yaa setelah di update kok log out sendiri ? Saya sempat kaget kirain ga bisa login lagi... Soale saya sering lupa pasword Terimakasih bareksa;5;2.0.0
81;Yazid Bustami;Tampilan untuk di dalam aplikasi barangkali perlu disederhanakan dan diberikan kamus untuk beberapa istilah yang asing bagi investor pemula;5;2.0.0
82;furqanmadah furqan0505;FURQAN BNN Indonesia;5;
83;Yanu Aryanto;Tambahkan feature melihat grafik naik turun overall portfolio user untuk setiap tipe investasi (SBN, Reksadana, Emas);5;2.0.0
86;Jemris Benu;App Invest Terbaik.. Mudah digunakan dan proses transaksinya ga ribet..;5;2.0.0
87;Axel Satya;Nice app;5;2.0.0
88;Yehezkiel Arie;Terima kasih;5;2.0.0
92;Michael Wibawa;Mudah di operasikan, informatif;5;2.0.0
94;Silviana Anggraini;Easy to use;5;
95;Ken Aditya;Aplikasi nya stabil;5;1.10.11
100;Ray Sky;Great app 👌;5;2.0.0
101;Roberto Capah;Ada dream investing kapan nih;5;1.0.23
103;M. Khairan Zakky Alfarizi;Easy to understand;5;2.0.0
105;Arnold Therigan;Kerennnnnnnnn;5;2.0.0
106;Rinaldi;Perfect;5;2.0.0
109;Sani Kresnadi;Aplikasi user friendly, Mudah di gunakan dan dimengerti, pelayanan bantuan cepat respon;5;2.0.0
110;Yulianus Tadung;Good Apps;5;2.0.0
113;cahyo krism;Aplikasi sangat mudah digunakan untuk memilih reksadana dengan informasi investasi yang lengkap Dan jelas;5;2.0.0
114;Hadi Prasetyo;Simple, jelas, sangat terbantu;5;2.0.0
115;Adhitya Suwanda;Very good;5;2.0.0
116;Tirta Giri;Mudah dipahami, info detil, pilihan investasi lebih lengkap, biaya masih gratis;5;2.0.0
117;Rulyana Farah Diba;Mudah digunakan;5;2.0.0
118;natalia maria;hai bareksa, saya mau sign up di hp, namun ketika di step 4 (rekening bank) terdapat notif : HMAC signature cannot be verifies, a valid date or x date header is required for HMAC Authentation. Jadi terhenti di langkah 4 dari 6, maksudnya apa dan harus bagaimana utk maju ke step 5? terima kasih;5;2.0.0
119;Dendi Saputro;Utk keseluruhan fitur dan UI sdh sangat bagus. Hanya saja ketika harus update, tiap masuk aplikasi selalu blinking stlah login. Semoga kedepannya bisa diperbaiki, jika memang harus update bisa dipasang batas waktu utk update saja. Tidak perlu ada blinking pd apk. Edit : ok sdh tdk blinking lg, walau blm update. Trimakasih bareksa tim;5;1.9.3
124;THERA ARSENA;App Reksadana terlengkap;5;2.0.0
126;Annisa Nur Wahidah;Great;5;1.10.11
127;Masna Megawaty;Saya suka dengan app Bareksa. Sangat mudah digunakan dan sangat informatif. Ditambah lagi voucher² yg diberikan saat kita melakukan top up. Sukses terus ya Bareksa.;5;1.10.11
128;Rinardi Rusman;Good;5;2.0.0
129;Wansun Jaya;Bagus;5;
130;William Widjaya;UI yg baru bagai angin segar di aplikasi ini. Pengalamannya saya bisa acungi jempol lebih baik dari sebelumnya.;5;2.0.0
131;Liem Chiu Yin;Good app. Mudah dimengerti n dapat banyak info yg berguna;5;2.0.0
132;Ernst Siregar;Aplikasinya cukup cepat dan transaksi juga cukup cepat;5;1.10.11
133;Dian Ayu;Coba roboadvisor bisa filter untuk reksa dana syariah juga, it should be perfect 🌻;5;1.10.11
134;Riza Mawaddatar R;Proses jual beli dan user interfacenya mudah 👌;5;2.0.0
135;Teddy Kurniawan;Good job;5;2.0.0
138;Freeda Tris;I like it;5;1.10.11
139;Yuniyar Briyan;Tolong untuk update selanjutnya diberikan fitur untuk ahli waris. Thx;5;1.10.11
140;Fajri Murti;Nice, bisa jual beli Reksadana dengan mudah;5;1.10.11
141;Jane Marcella;Mudah banget;5;
142;Li LHX;Nice! Easy to use!;5;1.10.11
143;rohmantuah trada purba;Okay;5;1.10.11
144;Nurahmad Suhaeli;Aplikasi nya cukup mudah digunakan, layanan CS nya baik dan kooperatif.;5;1.10.11
145;mulyadi mulyadi;Easy to use;5;1.10.11
146;Hwely Budiman;Good, always getting better;5;1.10.11
147;Daniel Leksmana;Aplikasi pintar dalam reksadana;5;1.10.11
148;Rahma Kurniawan;Good apps + easy to use;5;1.10.11
150;Diah Malik;Mudah digunakan;5;1.10.11
151;julian handa;Bagus;5;1.10.11
152;Rosafita;Good;5;1.10.11
154;Tasya Monika;"Bareksa, kayaknya enak deh kalo ada kayak ""nama"" untuk membedakan atau menamai tujuan dari investasi kita kayak ""dana darurat"" ""untuk menikah"" atau apapun supaya yang punya reksadana lebih dari satu bisa bedain atau bisa namain tabungannya";5;1.10.11
156;Justinus Andjarwirawan;Sangat direkomendasikan untuk investor jangka menengah dan panjang;5;1.10.11
157;Happy Yatim;App lancar dan stabil. Terima kasih sudah membantu masy utk meningkatkan pentingnya kesadaran berinvestasi utk masa depan.;5;1.10.11
158;Santi Yunika Sufiana;terlalu sering update dan kalau aplikasi saya update suka ngeblink masuk-keluar sendiri berkali2;5;1.10.11
159;Rolis Setyawan;Ok..ok..go head bareksa;5;1.10.11
161;Giestavia Prixasti;Memulai investasi reksadana di apps ini. Kinda good experience.;5;1.10.11
163;Rezha Perdana;Ok;5;
164;Ida Bagus Parama Yoga;lebih suka pakai bareksa dibanding aplikasi reksa yg lain,;5;1.10.11
165;Bahar Ys;Like it;5;1.10.11
166;Ema Ervita;Nambah fitur pengembangan aset bulanan lebih oke deh kayaknya;5;1.10.11
167;albertus krisna;Suka. Appsnya mudah digunakan. Produk banyak.;5;1.9.9
168;ponda satria;Friendly interface;5;1.10.11
169;Komang Gede Suwija Negara;Nice aps, simple and easy for beginners;5;1.10.11
173;Ayi Priana;Nice apps;5;1.10.11
174;i Ujiantoro;Good;5;
176;Dwi Riyanto;Alhamdulillah bermanfaat;5;1.10.10
177;Arsala official;Good. Easy to use.;5;1.9.9
178;Agung K;Easy to use;5;1.10.11
180;Reyhan Pradipta;For the past 2 month... I love it... Keep it simple;5;1.10.11
181;Amazing Moecca;Cara mudah berinvestasi;5;
183;RPurwono;Easy to use;5;
185;Gan is;bagus stabil;5;1.10.11
186;dian nazief;Lancar2 aja;5;1.10.11
187;D. Agung Sungkono;Good and easy to use;5;1.10.11
188;Dhana Efindhy;Good;5;1.10.11
189;KH Su7r4;Very good;5;1.10.11
191;Meta Nurjayanti;This is a great apps.;5;
192;Muhammad Falihadib;Fitur termasuk lengkap dengan tampilan yang simpel dan mudah dipahami. Saran untuk tampilan aplikasi mungkin bisa ditambahkan pengaturan mode gelap.;5;1.10.11
193;Andy Firdaus;Aplikasi yang mudah untuk investasi dalam bentuk reksadana.;5;1.10.10
195;Valentiana rossa Amanda;Easy to use and informative, but i like the desktop version better...;5;1.10.11
196;supra yoga;Ok;5;1.10.10
197;ayusta poerbiyanto;A lot of manager with detail information..thanks.;5;1.10.11
198;Naufal Bahrah;Aplikasi bareksa sangat informatif, UInya simple dan mudah dipahami.;5;1.10.11
199;kartika alamanda;Easy to use;5;1.10.11
200;Ibnu Kurniawan;Bagus, terpercaya, bermanfaat, dan easy to use;5;
201;Diana Lin;Where's security fingerprint??;5;1.10.10
202;Syahrul Ahmad Saputra;User friendly untuk pemula investasi;5;1.10.11
203;Harjono Sutjipto;Mantab👍;5;1.10.11
204;Aksisoft MEDIA NETWORK;Bagus sekali terintegrasi dengan payment ovo. Platform mudah diakses dan cepat dengan fitur yang sangat lengkap. Filter pencarian juga memadai dengan kombinasi sorting. Mantap terima kasih banyak;5;1.10.10
205;xiao dre;Cocok untuk investor pemula;5;
206;Septa Octavia;Good investment apps;5;1.10.11
207;Ayu Sobhita Sistasari;Aplikasinya asik, gampang dimengerti. Jelas juga dan banyak produk pilihannya. Cara mengoperasikan aplikasinya juga gampang dimengerti. Anti susah deh 🤗 Tingkatkan terus yaaa!!!!;5;
208;Fajrul Solehan Banna;Ok;5;1.10.10
210;Yani Novi Rinjayaningsih;Portal reksadana lengkap dengan fitur yang mudah;5;1.10.11
211;Noor Khoirudin;Aplikasi bareksi bareksa simpel dan keren;5;1.10.10
212;Alfi Aflahal Muflih;almost perfect;5;1.10.10
214;Riri Puspita;All good so far;5;1.10.10
215;Afriandi Prasetya;Belum bisa referal aplikasi bareksa ke teman-teman.;5;1.10.10
218;Angga Suria;good;5;1.10.10
219;dewi masruro;Sangat baik dan aplikasi nya simple, mudah utk di gunakan bagi pemula yang mau berinvestasi di reksadana;5;1.10.10
223;Kevin Syukur;Nice app;5;1.10.10
225;Indira Raflisyah;Mantapp...;5;1.10.10
226;Robbyan Ghoutsu;"Knp gk bs di download ya?? 97% tp tidak selesai"".. sy coba download app lain bisa dan lgsung installed";5;
227;seputar sapi perah di new zealand;Excellent Apakah ada investasi untuk emasnya?;5;1.10.6
228;Jusuf Lukito;Easy and convinient to use this apps.;5;1.10.10
229;Dewinda Mazita;Easy to use;5;1.10.10
232;Code Bersama;Cool app;5;
237;Ardi Nugroho;salah satu app yg sy sangat puas dgn fitur dan performance nya. good job.;5;1.10.6
238;henhen & yanto;Aplikasi Reksadana No.1 bikin tambah semangat berinvestasi, sayangnya masih belum full OL karena perubahan/penambahan akun bank tidak bisa via aplikasi, tapi harus via email, sedangkan aplikasi lain yg sejenis cukup via aplikasi.;5;1.10.6
242;Anangga D;Good;5;1.10.6
244;Mohammad Ruslani;Easy & Smart;5;1.10.6
245;Luciana christin natalia;I enjoy using Bareksa compared to others since I started investing to reksadana. It's so informative and I like how we can know top 1 to top 5 rank in each type. I like how Bareksa not cutting any amount everytime I decided to sell it. Keep up the good work.;5;1.10.6
246;F. Natasya;Good app;5;1.10.6
247;Ari Kuncoro;Responsif dan cukup intuitif;5;1.10.5
248;Ajat Sudrajat;Mantaf.. jadi lebih fleksibel dalam berinvestasi;5;1.10.5
249;Sugi Harsono;Sudah pakai semenjak 2018. Mantap Terpercaya;5;1.10.5
250;IGede SutinaPutr;Very like di investment app;5;1.7.10
251;Hamdan Hamdan;Fitur Simulasi cukup membantu;5;1.10.5
253;Vandi Alex;Aplikasinya bagus, cuma belum ada Live Chat dengan Admin/ CS untuk live problem solving. Tolong ditambahkan fitur tersebut;5;1.10.5
254;Rico Alfinadhiru;Mudah dipakai, suka dengan fitur switchingnya;5;1.10.5
255;Junior Eliezer;Good app 👍;5;1.10.5
256;Siti Fatimatuzzahroh;User friendly;5;1.10.5
257;Abdul Hilal;Puas , mudah memahaminya utk org awam seperti saya;5;1.10.5
258;Lawson Lo;Good App, Vey helpfull.;5;1.10.5
259;nanda ika dewi kumalasari;User friendly;5;1.10.5
260;Ardy Gou;Perf3ct;5;1.9.9
261;moch ali hasan;Very good;5;1.9.9
262;Dwi Julianto;simple;5;1.10.5
263;_R K;Mudah;5;1.10.5
264;Donny Prakarsa Utama;Add more e-payment method, like dana or gopay pls;5;1.10.5
266;Ari Gusyanto;jos;5;1.10.5
267;Prapti Mahandari;Excellent app, highly recomended for beginner;5;1.7.10
268;Ms. Kei;Love it from the first time i use. They always makes the apps become better and better for their user. Thank you Bareksa!;5;1.10.5
271;agung sembodo;Very useful and friendly;5;1.10.5
273;ade boy;Sangat OK;5;1.9.9
274;Dimas Irawan;Good app, very helpful appropriate for millennials even gen z because this app very easy to use and user friendly.;5;1.10.5
276;Januar Pandji;easy to use, easy to withdraw;5;1.10.5
277;Albertus Martin;Good app for buying funds, reliable. Could have used a live chat service;5;1.9.9
279;Hendra Apriadi;Mantul;5;1.9.9
280;Wahyu Irawan;Terima kasih atas kemudahan untuk berinvestasi;5;1.9.9
281;premananda sunggraha;Good;5;1.9.9
283;Yas Heinzar Ali Damru;Aplikasi mudah buat investor pemula buat belajar investasi mulai dengan harga receh.;5;1.9.9
284;Sarah Mustika;Still my favorite app to manage my reksa dana;5;1.9.9
285;_lysca choo;This app really helps Thanks to all team that provide such a good simulation on;5;1.9.9
287;Irman Ferdians;Ga ribet;5;1.9.9
288;ari aviantara;Sejauh ini ok;5;1.9.9
289;Rachelita Wahyu;Ok;5;1.7.2
290;Tanty Puspita;This app very helpfull, easy & user friendly. But often ask for pin when I was out from app, need to be fixed. Thanks;5;1.9.7
293;swandi napitupulu;Sangat bagus menurut saya;5;1.9.9
294;Hernawan Widhi;Jual dan beli Reksadana sangat lancar prosesnya, paling suka adalah fitur notifikasi harga sangat bermanfaat untuk memantau produk reksadana saham.;5;1.9.9
295;Dhany A Zulfadly;user friendly :);5;1.9.9
296;Aline Kosasih;Aplikasi nya mudah digunakan dan banyak pilihan investasi yang ditawarkan;5;1.9.9
297;Iyan Adrian;UInya mudah dipahami, pilihan produk banyak. Cocok buat pemula pemula yang mau melangkah di investasi;5;1.9.9
298;Dhodotes;Sip nan;5;1.9.9
300;manullang danielkarana;Ok;5;1.9.7
301;Ahmad Hariadi;Mantappp, tapi mesti diperbaiki pada proses verifikasi pembayaran, khususnya transfer bank. Kadang sistem kacau sehingga pembayaran tidak terkonfirmasi oleh sistem Bareksa. Saran saya untuk selanjutnya agar CS dapat dihubungi 24 jam dan disediakan kolom upload bukti pembayaran jika sistem tidak mengonfirmasi pembayaran lebih dari 12 jam setelah proses transfer dilakukan.;5;
302;Galeh Tri;gratiskan admin fee pembayaran VA;5;
308;Dxb Useetv;Good;5;1.7.10
310;Jena;Sudah oke. Terima kasih.;5;1.9.7
312;terry trihantara;Sangat membantu..👌🏻;5;1.9.7
314;Rosalind Tan;Easy to switch among types of funds. So many interesting comparison;5;1.9.7
315;TOBING;Good;5;1.9.7
318;Muhammad Priyo Triutomo;Sudah menggunakan app ini beberapa bulan, overall cukup puas dengan app nya. Kendala mungkin datang dan pergi, tapi selalu solved, kontak CS via telpon, email, dan IG, di respon dengan baik, tapi paling baik via email (via telpon ending nya juga diarahkan via email). Mungkin saran untuk pembayaran via VA BNI, dapat info bahwa sekarang di limit Rp50jt (info CS terakhir ini kebijakan dari bank tersebut), semoga tidak ada limit lagi seperti dulu.;5;1.9.3
320;Wapaw couple;Good;5;1.9.3
324;satriabagus pratama;Keren;5;1.9.3
325;Irfan Amt;Terimakasih aplikasi yang membantu dan baik dalam berinvestasi;5;1.9.3
330;Rifqy Muchanif;Amazing place to get an investment;5;1.9.3
331;Michael Daniel;Changed my life;5;1.9.3
333;fumi hana;Good app because easy too use and very simple for beginners;5;1.9.3
334;Agustinus Brian;bareksa emas hilang apakah emas saya juga hilang?;5;1.9.3
336;Michael Reivin Limengka;Tampilan aplikasi bagus, membuat pengguna mengerti dan nyaman untuk digunakan. Good job.;5;1.9.3
337;vicky parapat;I can't even log in because my finger print cannot be detected. Edit: It's been resolved, but I did uninstall it and installed it again and it works fine.;5;1.9.3
338;Dimas Heri;Nice Apps, Gampang banget jadinya buat investasi.... Semoga lebih update lagi fiture nya kedepan;5;1.8.4
340;Mulya Ramadhany;Bagus dan mudah penggunaan nya;5;1.8.4
341;The Anomania;Nice app;5;1.9.3
342;Muhammad Aldi Hakim;Aplikasi berfungsi normal dan mudah digunakan untuk transaksi investasi;5;1.9.3
343;Amanah Firdausa;Mudah dipahami untuk melakukan transaksi;5;
344;Irwansyah Apriliano;Best app to control emotions how to spend money....;5;1.8.4
345;kristian natanahell;Gampang bgt pakenya...;5;1.8.4
347;Dipo Alam;Saya baru mulai pakai Bareksa sejauh ini aplikasinya bagus.;5;1.8.4
348;dian kono;Suka banget dan profesional;5;1.8.4
349;Wahyu Handoko;Manajemen dan informasi resiko yang baik dan mudah digunakan;5;1.8.1
350;Imam danu prasetyo;Amazing;5;1.8.4
351;Achmad Fauzan;Mudah cara pakinya;5;1.8.4
352;Pintamin Situngkir;Bareksa cepat n akurat n aman bagi pemilik akun, dgn otp nya. tks Bareksa;5;1.8.4
353;rangga subagja;Sangat bagus;5;1.8.4
355;Muhammad Abrar Firmansyah;Thank you so much bareksa team. Hari ini, update NAB REKSADANA Jam 9an guyyyysssss... pertahankan ya bareksa, sukses selalu buat Bareksa Team. happy banget sayaa.. thank you..;5;1.8.4
356;Mr. D;Dulu ntu monoton ini aplikasi, skrg karena makin update, user friendly dan metode pembayarannya makin mudah, makin te oo pe ini aplikasi;5;
359;naomi oktarina;Easy to use, has simple and clear instructions for beginners;5;1.8.4
360;Dini Bagus Prasetyo;Bagus;5;1.8.1
